lat,lon,area_steradians
-4.5,145.5,0.00030367453155184137
-4.5,146.5,0.00030367453155184137
-4.5,147.5,0.00030367453155184137
-4.5,148.5,0.00030367453155184137
-4.5,149.5,0.00030367453155184137
-4.5,150.5,0.00030367453155184137
-4.5,151.5,0.00030367453155184137
-4.5,152.5,0.00030367453155184137
-4.5,153.5,0.00030367453155184137
-4.5,154.5,0.00030367453155184137
-4.5,155.5,0.00030367453155184137
-4.5,156.5,0.00030367453155184137
-4.5,157.5,0.00030367453155184137
-4.5,158.5,0.00030367453155184137
-4.5,159.5,0.00030367453155184137
-4.5,160.5,0.00030367453155184137
-4.5,161.5,0.00030367453155184137
-4.5,162.5,0.00030367453155184137
-4.5,163.5,0.00030367453155184137
-4.5,164.5,0.00030367453155184137
-4.5,165.5,0.00030367453155184137
-4.5,166.5,0.00030367453155184137
-4.5,167.5,0.00030367453155184137
-4.5,168.5,0.00030367453155184137
-4.5,169.5,0.00030367453155184137
-3.5,144.5,0.0003040453877969118
-3.5,145.5,0.0003040453877969118
-3.5,146.5,0.0003040453877969118
-3.5,147.5,0.0003040453877969118
-3.5,148.5,0.0003040453877969118
-3.5,149.5,0.0003040453877969118
-3.5,150.5,0.0003040453877969118
-3.5,151.5,0.0003040453877969118
-3.5,152.5,0.0003040453877969118
-3.5,153.5,0.0003040453877969118
-3.5,154.5,0.0003040453877969118
-3.5,155.5,0.0003040453877969118
-3.5,156.5,0.0003040453877969118
-3.5,157.5,0.0003040453877969118
-3.5,158.5,0.0003040453877969118
-3.5,159.5,0.0003040453877969118
-3.5,160.5,0.0003040453877969118
-3.5,161.5,0.0003040453877969118
-3.5,162.5,0.0003040453877969118
-3.5,163.5,0.0003040453877969118
-3.5,164.5,0.0003040453877969118
-3.5,165.5,0.0003040453877969118
-3.5,166.5,0.0003040453877969118
-3.5,167.5,0.0003040453877969118
-3.5,168.5,0.0003040453877969118
-3.5,169.5,0.0003040453877969118
-2.5,140.5,0.0003043236288715054
-2.5,141.5,0.0003043236288715054
-2.5,142.5,0.0003043236288715054
-2.5,143.5,0.0003043236288715054
-2.5,144.5,0.0003043236288715054
-2.5,145.5,0.0003043236288715054
-2.5,146.5,0.0003043236288715054
-2.5,147.5,0.0003043236288715054
-2.5,148.5,0.0003043236288715054
-2.5,149.5,0.0003043236288715054
-2.5,150.5,0.0003043236288715054
-2.5,151.5,0.0003043236288715054
-2.5,152.5,0.0003043236288715054
-2.5,153.5,0.0003043236288715054
-2.5,154.5,0.0003043236288715054
-2.5,155.5,0.0003043236288715054
-2.5,156.5,0.0003043236288715054
-2.5,157.5,0.0003043236288715054
-2.5,158.5,0.0003043236288715054
-2.5,159.5,0.0003043236288715054
-2.5,160.5,0.0003043236288715054
-2.5,161.5,0.0003043236288715054
-2.5,162.5,0.0003043236288715054
-2.5,163.5,0.0003043236288715054
-2.5,164.5,0.0003043236288715054
-2.5,165.5,0.0003043236288715054
-2.5,166.5,0.0003043236288715054
-2.5,167.5,0.0003043236288715054
-2.5,168.5,0.0003043236288715054
-2.5,169.5,0.0003043236288715054
-1.5,140.5,0.00030450917002069534
-1.5,141.5,0.00030450917002069534
-1.5,142.5,0.00030450917002069534
-1.5,143.5,0.00030450917002069534
-1.5,144.5,0.00030450917002069534
